P0;;33.286200;31.159600;0.200000
P1;;45.370150;35.545346;0.200000
P2;;45.571386;35.606047;0.200000
P3;;45.781576;35.604912;0.200000
P4;;45.982145;35.542040;0.200000
P5;;46.155372;35.422988;0.200000
P6;;46.285949;35.258274;0.200000
P7;;46.024742;34.292992;0.500000
P8;;45.763535;33.327709;0.500000
P9;;45.502327;32.362426;0.500000
P10;;45.241120;31.397143;0.500000
P11;;44.979913;30.431861;0.500000
P12;;44.718706;29.466578;0.500000
P13;;44.457499;28.501295;0.500000
P14;;44.196291;27.536012;0.500000
P15;;43.688298;25.658740;0.200000
P16;;43.755727;25.498232;0.200000
P17;;43.781893;25.326115;0.200000
P18;;43.765213;25.152820;0.200000
P19;;43.706696;24.988854;0.200000
P20;;43.609890;24.844155;0.200000
P21;;42.612506;24.771865;0.500000
P22;;41.615123;24.699575;0.500000
P23;;40.617739;24.627285;0.500000
P24;;39.620355;24.554995;0.500000
P25;;38.622972;24.482706;0.500000
P26;;37.625588;24.410416;0.500000
P27;;36.628204;24.338126;0.500000
P28;;35.630821;24.265836;0.500000
P29;;34.633437;24.193546;0.500000
P30;;33.636053;24.121256;0.500000
P31;;32.638670;24.048966;0.500000
P32;;31.641286;23.976676;0.500000
P33;;30.643902;23.904386;0.500000
P34;;29.646519;23.832096;0.500000
P35;;28.649135;23.759807;0.500000
P36;;27.400759;23.669325;0.200000
P37;;27.317632;23.587851;0.200000
P38;;27.222265;23.521118;0.200000
P39;;27.117242;23.470934;0.200000
P40;;27.005410;23.438659;0.200000
P41;;26.889798;23.425168;0.200000
P42;;26.159219;24.107996;0.500000
P43;;25.428639;24.790824;0.500000
P44;;24.698060;25.473652;0.500000
P45;;23.967481;26.156480;0.500000
P46;;23.236902;26.839308;0.500000
P47;;22.506323;27.522136;0.500000
P48;;21.775743;28.204964;0.500000
P49;;21.045164;28.887792;0.500000
P50;;20.314585;29.570620;0.500000
P51;;19.584006;30.253448;0.500000
P52;;18.633997;31.141363;0.200000
P53;;18.373678;31.181662;0.200000
P54;;18.146173;31.314445;0.200000
P55;;17.983054;31.521284;0.200000
P56;;17.906960;31.773475;0.200000
P57;;17.928451;32.036017;0.200000
P58;;18.798072;32.529737;0.500000
P59;;19.667693;33.023457;0.500000
P60;;20.537314;33.517177;0.500000
P61;;21.406935;34.010897;0.500000
P62;;22.276555;34.504617;0.500000
P63;;23.146176;34.998338;0.500000
P64;;24.015797;35.492058;0.500000
P65;;24.885418;35.985778;0.500000
P66;;25.755039;36.479498;0.500000
P67;;26.624659;36.973219;0.500000
P68;;27.494280;37.466939;0.500000
P69;;28.363901;37.960659;0.500000
P70;;29.233522;38.454379;0.500000
P71;;30.103143;38.948099;0.500000
P72;;31.688933;39.848419;0.200000
P73;;31.731137;39.962267;0.200000
P74;;31.792196;40.067217;0.200000
P75;;31.870308;40.160173;0.200000
P76;;31.963172;40.238396;0.200000
P77;;32.068050;40.299578;0.200000
P78;;33.009713;39.963023;0.500000
P79;;33.951377;39.626468;0.500000
P80;;34.893041;39.289913;0.500000
P81;;35.834705;38.953358;0.500000
P82;;36.776369;38.616803;0.500000
P83;;37.718032;38.280248;0.500000
P84;;38.659696;37.943693;0.500000
P85;;39.601360;37.607138;0.500000
P86;;40.543024;37.270583;0.500000
P87;;41.484688;36.934028;0.500000
P88;;42.426351;36.597473;0.500000
P89;;43.368015;36.260918;0.500000
P90;;44.309679;35.924363;0.500000
P91;;45.370150;35.545346;0.200000
P92;;45.298660;35.785468;0.200000
P93;;45.405412;35.696624;0.200000
P94;;45.485897;35.576078;0.200000
P95;;45.549402;35.445156;0.200000
P96;;45.599428;35.319629;0.200000
P97;;45.637183;35.213616;0.200000
P98;;45.662752;34.103783;0.500000
P99;;45.401545;33.138501;0.500000
P100;;45.140338;32.173218;0.500000
P101;;44.879130;31.207935;0.500000
P102;;44.617923;30.242652;0.500000
P103;;44.356716;29.277370;0.500000
P104;;44.095509;28.312087;0.500000
P105;;43.834302;27.346804;0.500000
P106;;43.454313;25.942568;0.200000
P107;;43.521741;25.782060;0.200000
P108;;43.547908;25.609942;0.200000
P109;;43.531227;25.436648;0.200000
P110;;43.472711;25.272682;0.200000
P111;;43.375904;25.127983;0.200000
P112;;42.378521;25.055693;0.500000
P113;;41.381137;24.983403;0.500000
P114;;40.383753;24.911113;0.500000
P115;;39.386370;24.838823;0.500000
P116;;38.388986;24.766533;0.500000
P117;;37.391603;24.694243;0.500000
P118;;36.394219;24.621954;0.500000
P119;;35.396835;24.549664;0.500000
P120;;34.399452;24.477374;0.500000
P121;;33.402068;24.405084;0.500000
P122;;32.404684;24.332794;0.500000
P123;;31.407301;24.260504;0.500000
P124;;30.409917;24.188214;0.500000
P125;;29.412533;24.115924;0.500000
P126;;27.509829;23.978017;0.200000
P127;;27.426701;23.896543;0.200000
P128;;27.331334;23.829810;0.200000
P129;;27.226312;23.779627;0.200000
P130;;27.114480;23.747352;0.200000
P131;;26.998868;23.733860;0.200000
P132;;26.268288;24.416688;0.500000
P133;;25.537709;25.099516;0.500000
P134;;24.807130;25.782344;0.500000
P135;;24.076551;26.465172;0.500000
P136;;23.345971;27.148000;0.500000
P137;;22.615392;27.830828;0.500000
P138;;21.884813;28.513656;0.500000
P139;;21.154234;29.196484;0.500000
P140;;20.423655;29.879312;0.500000
P141;;19.136940;31.081926;0.200000
P142;;18.876621;31.122226;0.200000
P143;;18.649115;31.255009;0.200000
P144;;18.485997;31.461848;0.200000
P145;;18.409903;31.714038;0.200000
P146;;18.431394;31.976580;0.200000
P147;;19.301014;32.470300;0.500000
P148;;20.170635;32.964020;0.500000
P149;;21.040256;33.457741;0.500000
P150;;21.909877;33.951461;0.500000
P151;;22.779498;34.445181;0.500000
P152;;23.649119;34.938901;0.500000
P153;;24.518739;35.432621;0.500000
P154;;25.388360;35.926342;0.500000
P155;;26.257981;36.420062;0.500000
P156;;27.127602;36.913782;0.500000
P157;;27.997223;37.407502;0.500000
P158;;28.866843;37.901222;0.500000
P159;;29.736464;38.394943;0.500000
P160;;30.606085;38.888663;0.500000
P161;;31.717462;39.519638;0.200000
P162;;31.759666;39.633486;0.200000
P163;;31.820724;39.738435;0.200000
P164;;31.898837;39.831392;0.200000
P165;;31.991701;39.909615;0.200000
P166;;32.096578;39.970797;0.200000
P167;;33.038242;39.634242;0.500000
P168;;33.979906;39.297687;0.500000
P169;;34.921569;38.961132;0.500000
P170;;35.863233;38.624577;0.500000
P171;;36.804897;38.288022;0.500000
P172;;37.746561;37.951467;0.500000
P173;;38.688225;37.614912;0.500000
P174;;39.629888;37.278357;0.500000
P175;;40.571552;36.941802;0.500000
P176;;41.513216;36.605247;0.500000
P177;;42.454880;36.268692;0.500000
P178;;43.396544;35.932137;0.500000
P179;;45.008160;35.356138;0.200000
P180;;44.936672;35.596262;0.200000
P181;;45.043424;35.507418;0.200000
P182;;45.123909;35.386867;0.200000
P183;;45.187415;35.255950;0.200000
P184;;45.237441;35.130423;0.200000
P185;;45.275197;35.024405;0.200000
P186;;45.300762;33.914575;0.500000
